#;Name;Team;G;PA;HR;R;RBI;SB;BB%;K%;ISO;BABIP;AVG;OBP;SLG;wOBA;wRC+;BsR;Off;Def;WAR
815;Justin Turner;BOS;28;122;2;11;8;1;10.7%;12.3%;.106;.273;.250;.352;.356;.319;96;-0.9;-1.5;-3.2;-0.1
816;Travis d'Arnaud;ATL;7;28;0;1;3;0;0.0%;14.3%;.071;.292;.250;.250;.321;.246;49;-0.1;-1.9;0.4;-0.1
817;Nathan Lukes;TOR;5;5;0;0;0;0;20.0%;20.0%;.000;.000;.000;.200;.000;.139;-21;0.0;-0.7;0.0;-0.1
818;Jake Fraley;CIN;25;86;2;8;16;3;12.8%;19.8%;.137;.255;.219;.326;.356;.300;81;0.0;-2.0;-1.4;-0.1
819;Jake Lamb;LAA;15;45;1;4;3;0;6.7%;24.4%;.095;.267;.214;.267;.310;.256;56;-0.2;-2.5;0.4;-0.1
820;Robbie Grossman;TEX;22;83;2;15;11;0;9.6%;22.9%;.125;.302;.250;.325;.375;.307;92;-0.2;-1.1;-2.3;-0.1
821;Tyler O'Neill;STL;25;85;1;10;4;1;7.1%;34.1%;.089;.367;.241;.294;.329;.277;73;-0.2;-3.1;-0.4;-0.1
822;Riley Greene;DET;26;112;2;13;7;2;7.1%;33.0%;.096;.338;.231;.286;.327;.271;69;0.6;-3.6;-0.8;-0.1
823;Will Brennan;CLE;22;60;1;8;10;2;5.0%;13.3%;.130;.217;.204;.267;.333;.264;66;0.2;-2.3;-0.4;-0.1
824;José Caballero;SEA;9;23;0;3;1;2;8.7%;30.4%;.050;.214;.150;.217;.200;.191;18;0.3;-1.9;0.5;-0.1
825;Josh Smith;TEX;21;63;1;8;1;0;11.1%;30.2%;.063;.214;.146;.339;.208;.278;72;0.0;-2.2;-0.6;-0.1
826;Miles Mastrobuoni;CHC;7;17;0;0;1;1;0.0%;29.4%;.059;.333;.235;.235;.294;.229;40;0.2;-1.1;-0.1;-0.1
827;Michael Harris II;ATL;7;22;0;2;1;2;4.5%;18.2%;.048;.235;.190;.227;.238;.209;24;0.5;-1.6;0.2;-0.1
828;Freddy Fermin;KCR;3;7;0;0;0;0;0.0%;28.6%;.000;.200;.143;.143;.143;.126;-36;0.0;-1.1;0.3;-0.1
829;Leody Taveras;TEX;16;59;0;10;5;1;6.8%;27.1%;.111;.289;.204;.271;.315;.260;59;0.0;-2.9;0.3;-0.1
830;Jesse Winker;MIL;16;59;0;7;11;0;10.2%;15.3%;.061;.293;.245;.356;.306;.306;90;-0.3;-1.1;-1.6;-0.1
831;Riley Adams;WSN;4;18;0;1;2;0;5.6%;22.2%;.063;.333;.250;.294;.313;.270;66;0.0;-0.8;-0.5;-0.1
832;Darick Hall;PHI;5;14;0;1;0;0;0.0%;14.3%;.071;.333;.286;.286;.357;.278;71;-0.3;-0.8;-0.3;-0.1
833;Josh Donaldson;NYY;4;13;1;1;1;0;7.7%;30.8%;.250;.000;.083;.154;.333;.208;27;0.0;-1.2;0.0;-0.1
834;Jonathan Schoop;DET;17;48;0;3;0;0;8.3%;25.0%;.045;.313;.227;.292;.273;.257;59;-0.2;-2.6;0.2;-0.1
835;Jorge Soler;MIA;25;99;4;10;9;0;10.1%;24.2%;.218;.237;.207;.303;.425;.312;94;-0.5;-1.2;-2.8;-0.1
836;Ty France;SEA;26;110;0;15;12;1;8.2%;14.5%;.084;.263;.221;.318;.305;.285;83;-0.5;-2.8;-1.7;-0.1
837;Gabriel Arias;CLE;17;43;1;2;1;0;9.3%;44.2%;.103;.316;.179;.256;.282;.243;52;-0.2;-2.7;0.5;-0.1
838;Yu Chang;BOS;17;47;3;5;8;1;2.1%;25.5%;.205;.103;.136;.174;.341;.219;27;0.0;-4.1;1.8;-0.1
839;Bryan De La Cruz;MIA;23;95;2;8;9;1;6.3%;31.6%;.125;.368;.261;.305;.386;.300;86;-0.4;-2.1;-2.0;-0.1
840;Tucker Barnhart;CHC;12;33;0;1;2;0;3.0%;36.4%;.000;.316;.200;.242;.200;.204;23;-0.3;-3.5;1.6;-0.1
841;Ezequiel Tovar;COL;24;86;0;9;8;0;5.8%;31.4%;.100;.321;.213;.267;.313;.257;42;-0.1;-6.3;2.5;-0.1
842;Charlie Blackmon;COL;25;107;1;10;6;0;12.1%;12.1%;.101;.276;.247;.364;.348;.324;87;-0.9;-2.6;-1.9;-0.1
843;Luis Torrens;CHC;13;22;0;1;3;0;4.5%;36.4%;.050;.417;.250;.318;.300;.282;75;-0.1;-0.7;-0.9;-0.1
844;Chris Taylor;LAD;22;72;5;9;11;2;6.9%;41.7%;.242;.188;.167;.222;.409;.266;66;0.4;-2.7;-0.6;-0.1
845;Dylan Carlson;STL;20;64;0;7;5;1;4.7%;20.3%;.068;.319;.254;.297;.322;.273;71;0.1;-2.3;-0.8;-0.1
846;Cam Gallagher;CLE;10;27;0;0;2;0;7.4%;25.9%;.042;.118;.083;.185;.125;.157;-8;0.0;-3.5;1.7;-0.1
847;Avisaíl García;MIA;20;69;3;6;8;1;2.9%;31.9%;.159;.263;.206;.254;.365;.269;65;0.0;-3.0;-0.3;-0.1
848;Alec Burleson;STL;23;87;3;10;8;0;5.7%;11.5%;.205;.231;.231;.286;.436;.309;95;-0.5;-1.1;-2.8;-0.1
849;Jose Miranda;MIN;27;112;3;11;12;0;6.3%;14.3%;.115;.271;.250;.304;.365;.295;87;0.0;-1.8;-3.0;-0.1
850;Luis García Jr.;WSN;21;84;2;10;13;1;6.0%;7.1%;.130;.225;.234;.274;.364;.274;68;-0.3;-3.6;-0.3;-0.1
851;Joey Wendle;MIA;2;7;0;0;0;0;14.3%;28.6%;.000;.000;.000;.143;.000;.099;-49;0.0;-1.3;0.0;-0.1
852;Bryce Johnson;SFG;10;20;1;2;1;0;0.0%;50.0%;.150;.222;.150;.150;.300;.188;15;0.2;-1.9;0.2;-0.1
853;Eli White;ATL;6;17;0;1;0;0;11.8%;41.2%;.000;.143;.071;.235;.071;.176;2;0.0;-2.1;0.5;-0.1
854;Brice Turang;MIL;25;77;2;8;9;3;6.5%;31.2%;.111;.283;.208;.260;.319;.256;56;0.1;-4.1;0.4;-0.1
855;Hanser Alberto;CHW;8;19;1;3;4;0;0.0%;10.5%;.158;.188;.211;.211;.368;.245;50;-0.1;-1.2;-0.5;-0.1
856;Jackie Bradley Jr.;KCR;20;49;0;5;1;0;8.2%;20.4%;.045;.206;.159;.245;.205;.212;24;-0.1;-4.6;1.8;-0.1
857;Kris Bryant;COL;24;101;3;9;7;0;7.9%;18.8%;.130;.329;.283;.347;.413;.334;94;-0.6;-1.4;-3.2;-0.1
858;Heliot Ramos;SFG;9;27;0;1;1;0;3.7%;29.6%;.077;.278;.192;.222;.269;.216;34;0.0;-2.2;0.2;-0.1
859;Roberto Pérez;SFG;4;15;0;0;1;0;13.3%;33.3%;.000;.125;.077;.200;.077;.152;-9;0.0;-2.1;0.4;-0.1
860;Christian Arroyo;BOS;22;66;0;9;6;1;6.1%;22.7%;.049;.326;.246;.292;.295;.263;57;0.3;-3.1;-0.4;-0.1
861;Mark Mathias;PIT;12;39;0;3;4;1;12.8%;20.5%;.029;.385;.294;.385;.324;.325;101;-0.5;-0.4;-2.1;-0.1
862;Jordan Luplow;TOR;4;7;0;1;0;0;14.3%;57.1%;.000;.000;.000;.143;.000;.099;-49;0.0;-1.3;-0.2;-0.1
863;Chadwick Tromp;ATL;4;10;0;0;1;0;0.0%;50.0%;.000;.200;.100;.100;.100;.088;-57;0.0;-2.0;0.4;-0.1
864;Ryan Kreidler;DET;10;15;0;2;0;0;0.0%;33.3%;.000;.200;.133;.133;.133;.118;-38;0.1;-2.3;0.6;-0.1
865;Jordan Diaz;OAK;11;33;1;3;4;0;0.0%;36.4%;.121;.350;.242;.242;.364;.259;65;-0.1;-1.5;-0.9;-0.1
866;Brandon Dixon;SDP;5;12;0;1;0;0;0.0%;66.7%;.000;.500;.167;.167;.167;.147;-11;0.0;-1.6;0.0;-0.1
867;Meibrys Viloria;CLE;10;4;0;0;0;0;25.0%;0.0%;.000;.000;.000;.250;.000;.174;4;0.0;-0.5;-0.9;-0.1
868;Adam Frazier;BAL;27;86;3;13;10;3;9.3%;11.6%;.128;.200;.205;.279;.333;.272;72;0.3;-2.5;-1.7;-0.1
869;Josh Naylor;CLE;23;88;3;5;14;2;9.1%;15.9%;.143;.206;.208;.273;.351;.265;67;0.0;-3.5;-0.8;-0.1
870;Matt Wallner;MIN;6;11;0;1;0;0;9.1%;36.4%;.000;.000;.000;.273;.000;.195;18;-0.4;-1.5;-0.3;-0.1
871;Francisco Mejía;TBR;14;50;1;9;5;0;8.0%;26.0%;.111;.250;.200;.260;.311;.251;60;0.1;-2.3;-0.8;-0.1
872;Vidal Bruján;TBR;11;21;0;5;3;0;0.0%;33.3%;.000;.385;.250;.286;.250;.245;55;-0.3;-1.4;-0.7;-0.1
873;Rylan Bannon;HOU;2;6;0;0;0;0;0.0%;50.0%;.000;.000;.000;.000;.000;.000;-100;0.0;-1.6;-0.1;-0.1
874;Jose Barrero;CIN;23;76;1;8;11;3;10.5%;26.3%;.104;.319;.239;.316;.343;.293;76;-0.3;-2.5;-1.5;-0.1
875;Mike Brosseau;MIL;17;53;3;3;7;0;7.5%;20.8%;.224;.229;.224;.283;.449;.313;95;-0.2;-0.5;-2.8;-0.2
876;Kyle Lewis;ARI;4;13;0;0;0;0;0.0%;46.2%;.077;.286;.154;.154;.231;.164;-5;0.0;-1.7;-0.3;-0.2
877;Elvis Andrus;CHW;27;105;0;9;9;3;6.7%;19.0%;.043;.253;.202;.276;.245;.236;44;0.2;-6.9;1.7;-0.2
878;Ildemaro Vargas;WSN;7;13;0;2;0;0;7.7%;7.7%;.000;.091;.083;.154;.083;.121;-34;0.0;-2.1;0.1;-0.2
879;Luke Williams;LAD;4;10;0;0;0;1;0.0%;30.0%;.000;.143;.100;.100;.100;.088;-53;0.2;-1.7;-0.2;-0.2
880;Josh Bell;CLE;25;109;3;7;13;0;11.9%;22.9%;.189;.250;.211;.303;.400;.302;92;-1.3;-2.3;-3.0;-0.2
881;Mike Moustakas;COL;18;56;1;9;9;0;14.3%;25.0%;.156;.273;.222;.321;.378;.296;68;-0.4;-2.6;-1.0;-0.2
882;Eloy Jiménez;CHW;19;79;2;7;7;0;10.1%;26.6%;.113;.292;.225;.304;.338;.287;79;-0.2;-2.2;-2.1;-0.2
883;Michael Busch;LAD;3;11;0;1;1;0;9.1%;45.5%;.000;.200;.100;.182;.100;.143;-16;0.1;-1.5;-0.5;-0.2
884;Garrett Cooper;MIA;22;90;2;4;11;0;4.4%;30.0%;.095;.339;.250;.289;.345;.278;71;-0.5;-3.7;-1.0;-0.2
885;Bubba Thompson;TEX;16;35;0;6;3;1;2.9%;25.7%;.182;.292;.212;.235;.394;.265;62;-0.1;-1.7;-1.2;-0.2
886;Brett Sullivan;SDP;4;10;0;0;0;0;0.0%;10.0%;.000;.111;.100;.100;.100;.088;-50;0.0;-1.8;-0.2;-0.2
887;Anthony Santander;BAL;24;101;2;8;11;0;9.9%;27.7%;.148;.262;.205;.277;.352;.273;73;-0.2;-3.5;-1.7;-0.2
888;Terrin Vavra;BAL;15;31;0;5;0;0;9.7%;25.8%;.000;.333;.231;.310;.231;.255;60;-0.2;-1.7;-1.1;-0.2
889;Spencer Steer;CIN;24;100;1;11;8;1;8.0%;24.0%;.124;.323;.247;.320;.371;.304;84;-0.6;-2.5;-2.6;-0.2
890;Andy Ibáñez;DET;3;8;0;0;0;0;0.0%;62.5%;.000;.000;.000;.000;.000;.000;-100;0.0;-2.1;0.0;-0.2
891;Blake Perkins;MIL;10;14;0;1;0;0;0.0%;35.7%;.000;.143;.083;.083;.083;.074;-66;0.1;-2.8;0.5;-0.2
892;Seth Brown;OAK;7;28;1;2;2;0;7.1%;28.6%;.154;.176;.154;.214;.308;.229;44;-0.2;-2.1;-0.7;-0.2
893;Ehire Adrianza;ATL;4;9;0;0;0;0;11.1%;44.4%;.000;.000;.000;.111;.000;.077;-64;0.0;-1.8;-0.3;-0.2
894;Garrett Stubbs;PHI;6;19;0;2;0;0;5.3%;31.6%;.000;.182;.118;.211;.118;.168;-3;0.1;-2.3;-0.2;-0.2
895;Kyle Isbel;KCR;22;82;0;6;6;2;3.7%;22.0%;.103;.233;.179;.220;.282;.220;29;0.5;-6.5;1.8;-0.2
896;Eduardo Escobar;NYM;15;55;2;6;8;0;5.5%;20.0%;.200;.158;.160;.204;.360;.237;49;-0.1;-3.6;-0.2;-0.2
897;Nolan Arenado;STL;27;116;2;11;11;1;6.0%;22.4%;.074;.284;.231;.276;.306;.254;58;-0.5;-6.6;0.7;-0.2
898;Trey Mancini;CHC;23;93;3;11;13;0;5.4%;26.9%;.118;.328;.259;.297;.376;.293;82;-0.8;-2.8;-2.3;-0.2
899;Isiah Kiner-Falefa;NYY;21;53;0;4;2;3;5.7%;15.1%;.000;.238;.200;.245;.200;.206;26;0.5;-4.2;0.2;-0.2
900;Nick Maton;DET;25;93;4;10;13;0;12.9%;28.0%;.198;.196;.173;.280;.370;.282;76;0.1;-2.6;-2.8;-0.2
901;Starling Marte;NYM;22;87;1;9;7;6;9.2%;18.4%;.091;.233;.195;.287;.286;.262;66;0.5;-3.2;-2.0;-0.2
902;Joey Meneses;WSN;25;112;1;8;9;0;4.5%;21.4%;.084;.354;.280;.313;.364;.297;84;-0.9;-3.1;-2.9;-0.2
903;Franchy Cordero;NYY;18;55;4;6;11;0;3.6%;36.4%;.245;.138;.151;.182;.396;.242;51;0.0;-3.3;-0.9;-0.2
904;Santiago Espinal;TOR;15;47;1;6;7;1;6.4%;10.6%;.070;.189;.186;.255;.256;.234;45;-0.4;-3.5;-0.4;-0.2
905;Rougned Odor;SDP;13;34;0;3;2;0;11.8%;32.4%;.067;.158;.100;.206;.167;.181;12;0.2;-3.5;0.1;-0.2
906;David Fletcher;LAA;8;16;0;0;1;0;0.0%;18.8%;.000;.154;.125;.125;.125;.110;-44;0.0;-2.8;0.0;-0.2
907;Nick Allen;OAK;7;17;0;2;0;0;5.9%;11.8%;.000;.071;.063;.118;.063;.093;-50;0.0;-3.1;0.2;-0.2
908;Austin Meadows;DET;5;17;0;0;2;0;0.0%;17.6%;.000;.143;.118;.118;.118;.104;-47;0.0;-3.0;0.0;-0.2
909;Brian Serven;COL;9;21;0;0;1;0;0.0%;42.9%;.048;.250;.143;.143;.190;.143;-34;-0.2;-3.7;0.6;-0.2
910;Austin Nola;SDP;19;68;1;3;5;0;13.2%;27.9%;.086;.211;.155;.279;.241;.247;56;-0.1;-3.8;-0.9;-0.2
911;Josh Harrison;PHI;17;46;1;4;5;0;2.2%;23.9%;.093;.258;.209;.261;.302;.252;53;0.1;-2.6;-1.4;-0.2
912;Miguel Rojas;LAD;9;27;0;0;0;0;11.1%;14.8%;.000;.100;.083;.185;.083;.143;-17;0.0;-3.9;0.6;-0.2
913;Kevin Newman;CIN;18;65;2;7;10;0;3.1%;15.4%;.115;.240;.230;.262;.344;.263;56;-0.5;-4.0;-0.7;-0.3
914;Amed Rosario;CLE;21;94;1;12;5;4;5.3%;27.7%;.115;.290;.218;.255;.333;.253;59;0.7;-3.9;-1.8;-0.3
915;Cooper Hummel;SEA;9;22;0;1;0;0;9.1%;31.8%;.050;.154;.100;.182;.150;.160;-4;0.1;-2.6;-0.7;-0.3
916;Willie Calhoun;NYY;12;41;0;2;3;0;4.9%;19.5%;.026;.290;.237;.268;.263;.236;47;-0.1;-2.7;-1.4;-0.3
917;Kevin Smith;OAK;20;66;2;6;6;1;1.5%;34.8%;.115;.278;.197;.210;.311;.224;41;-0.1;-4.7;-0.2;-0.3
918;Tyler Nevin;DET;10;27;1;1;4;0;11.1%;25.9%;.136;.067;.091;.222;.227;.211;27;-0.1;-2.5;-1.1;-0.3
919;Wil Myers;CIN;22;85;2;8;9;1;8.2%;34.1%;.103;.319;.218;.282;.321;.269;60;-0.1;-4.3;-1.3;-0.3
920;Brett Wisely;SFG;8;17;0;0;1;0;0.0%;41.2%;.000;.100;.059;.059;.059;.052;-76;-0.1;-3.8;0.3;-0.3
921;Andrew Knizner;STL;8;28;0;2;0;0;7.1%;35.7%;.000;.267;.160;.222;.160;.182;10;-0.2;-3.4;-0.5;-0.3
922;Brad Miller;TEX;13;42;0;4;3;0;14.3%;9.5%;.029;.188;.171;.286;.200;.234;41;0.0;-2.9;-1.4;-0.3
923;Sam Haggerty;SEA;11;25;0;1;0;3;12.0%;24.0%;.000;.125;.091;.200;.091;.154;-8;0.5;-2.7;-1.1;-0.3
924;Will Benson;CIN;7;17;0;0;0;0;5.9%;47.1%;.000;.125;.063;.118;.063;.093;-58;0.0;-3.3;-0.2;-0.3
925;Alan Trejo;COL;20;59;0;3;5;1;3.4%;22.0%;.054;.279;.214;.241;.268;.225;21;0.2;-5.5;0.5;-0.3
926;Vaughn Grissom;ATL;13;49;0;2;6;0;2.0%;12.2%;.021;.341;.298;.327;.319;.289;77;-0.6;-2.0;-2.8;-0.3
927;Ji Man Choi;PIT;9;32;2;3;2;0;0.0%;46.9%;.219;.133;.125;.125;.344;.192;12;0.0;-3.5;-0.8;-0.3
928;Jacob Stallings;MIA;13;46;0;2;3;0;10.9%;26.1%;.049;.172;.122;.217;.171;.187;10;-0.5;-5.6;0.8;-0.3
929;Jason Vosler;CIN;19;61;3;6;8;0;4.9%;39.3%;.190;.194;.155;.197;.345;.231;35;0.2;-4.7;-0.7;-0.3
930;Harold Castro;COL;14;35;0;4;7;0;0.0%;17.1%;.030;.276;.242;.229;.273;.212;12;-0.2;-4.0;-0.6;-0.3
931;Tom Murphy;SEA;10;33;0;0;0;0;0.0%;39.4%;.061;.300;.182;.182;.242;.182;12;-0.1;-3.6;-1.0;-0.3
932;Jake McCarthy;ARI;20;63;1;8;3;2;7.9%;15.9%;.107;.178;.161;.254;.268;.239;45;-0.2;-4.5;-1.0;-0.3
933;Oswaldo Cabrera;NYY;24;87;1;8;7;4;4.6%;17.2%;.086;.242;.210;.244;.296;.231;43;0.5;-5.4;-0.9;-0.3
934;MJ Melendez;KCR;24;101;2;9;10;0;9.9%;35.6%;.146;.269;.180;.267;.326;.263;59;0.2;-4.8;-2.1;-0.3
935;Brandon Belt;TOR;16;61;1;5;5;0;9.8%;41.0%;.109;.276;.164;.246;.273;.235;45;-0.3;-4.3;-1.3;-0.3
936;Hunter Dozier;KCR;20;63;1;6;5;2;6.3%;33.3%;.068;.243;.169;.222;.237;.208;21;0.8;-5.2;-0.5;-0.3
937;Oscar Colás;CHW;23;78;1;8;7;2;6.4%;24.4%;.070;.269;.211;.260;.282;.241;47;0.0;-5.0;-1.2;-0.3
938;Yonathan Daza;COL;21;70;0;6;7;0;4.3%;12.9%;.094;.304;.266;.304;.359;.290;64;-0.4;-3.5;-2.4;-0.4
939;Canaan Smith-Njigba;PIT;13;32;0;3;5;1;12.5%;40.6%;.111;.200;.111;.219;.222;.202;19;-0.3;-3.5;-1.1;-0.4
940;Martín Maldonado;HOU;19;66;1;3;4;0;7.6%;25.8%;.086;.200;.155;.246;.241;.226;39;-0.3;-5.1;-0.7;-0.4
941;Elehuris Montero;COL;14;45;0;6;3;0;4.4%;35.6%;.071;.346;.214;.267;.286;.248;36;-0.2;-3.7;-1.4;-0.4
942;Spencer Torkelson;DET;25;105;2;9;11;1;7.6%;21.9%;.108;.254;.215;.276;.323;.259;60;0.1;-4.9;-2.3;-0.4
943;Kolten Wong;SEA;20;71;0;7;2;0;9.9%;22.5%;.016;.229;.175;.254;.190;.210;31;-0.4;-6.2;0.0;-0.4
944;Cavan Biggio;TOR;15;48;2;5;4;1;4.2%;39.6%;.133;.125;.111;.167;.244;.183;9;0.2;-5.0;-0.5;-0.4
945;George Springer;TOR;27;114;3;10;9;5;7.0%;16.7%;.095;.205;.190;.254;.286;.243;51;0.2;-6.5;-1.3;-0.4
946;Tomás Nido;NYM;15;44;0;4;1;0;4.5%;27.3%;.000;.167;.122;.159;.122;.132;-22;-0.1;-6.7;1.1;-0.4
947;AJ Pollock;SEA;17;55;2;3;8;0;5.5%;27.3%;.157;.114;.118;.164;.275;.188;16;0.0;-5.6;-0.5;-0.4
948;Franmil Reyes;KCR;18;61;2;5;7;0;6.6%;34.4%;.109;.265;.200;.246;.309;.242;44;-0.4;-4.4;-1.8;-0.4
949;Triston Casas;BOS;24;88;3;13;6;0;17.0%;29.5%;.164;.159;.137;.284;.301;.269;62;-0.5;-4.5;-2.6;-0.4
950;Luke Voit;MIL;15;54;0;5;4;1;3.7%;31.5%;.039;.324;.216;.259;.255;.232;41;-0.5;-4.4;-1.6;-0.4
951;Dominic Smith;WSN;23;102;1;9;5;0;8.8%;18.6%;.043;.264;.217;.294;.261;.256;56;-1.0;-6.5;-1.4;-0.4
952;Lenyn Sosa;CHW;16;54;1;3;3;0;1.9%;22.2%;.094;.175;.151;.167;.245;.178;3;-0.1;-6.4;-0.2;-0.5
953;Austin Barnes;LAD;15;49;0;3;2;2;10.2%;26.5%;.000;.129;.093;.184;.093;.143;-17;0.1;-7.0;0.6;-0.5
954;Romy Gonzalez;CHW;20;34;0;2;1;1;0.0%;41.2%;.059;.200;.118;.118;.176;.124;-34;0.4;-5.0;-0.9;-0.5
955;Aaron Hicks;NYY;17;48;0;4;1;0;8.3%;27.1%;.000;.226;.159;.229;.159;.187;13;-0.2;-5.2;-1.3;-0.5
956;Miguel Cabrera;DET;14;52;0;0;3;0;5.8%;21.2%;.041;.237;.184;.231;.224;.207;24;-0.6;-5.3;-1.4;-0.5
957;Nate Eaton;KCR;12;25;0;1;0;2;0.0%;52.0%;.000;.083;.040;.040;.040;.035;-99;0.4;-5.6;-0.5;-0.5
958;Tony Kemp;OAK;23;94;1;6;6;2;10.6%;12.8%;.048;.169;.157;.245;.205;.212;33;-0.3;-7.9;-0.6;-0.5
959;Nick Gordon;MIN;19;55;0;8;2;0;1.8%;7.3%;.075;.143;.132;.148;.208;.153;-11;0.3;-7.0;-0.3;-0.5
960;Jean Segura;MIA;24;87;0;8;3;2;3.4%;16.1%;.024;.261;.217;.244;.241;.217;30;-0.5;-8.0;-0.6;-0.6
961;Jurickson Profar;COL;25;111;3;10;10;0;10.8%;22.5%;.125;.257;.219;.300;.344;.285;61;-0.6;-5.9;-3.6;-0.6
962;David Hensley;HOU;17;59;0;8;1;0;10.2%;37.3%;.019;.194;.113;.203;.132;.167;-3;0.0;-7.2;-0.8;-0.6
963;C.J. Cron;COL;23;94;4;12;11;0;2.1%;27.7%;.174;.242;.207;.223;.380;.256;42;-1.4;-8.2;-1.0;-0.6
964;Marcell Ozuna;ATL;17;63;2;4;2;0;12.7%;28.6%;.127;.086;.091;.206;.218;.200;18;-0.2;-6.6;-1.6;-0.6
965;José Abreu;HOU;26;112;0;6;11;0;2.7%;23.2%;.037;.305;.231;.259;.269;.231;42;-0.4;-8.2;-2.4;-0.7
966;Michael Massey;KCR;23;77;0;4;5;1;1.3%;37.7%;.014;.277;.176;.182;.189;.163;-10;0.3;-9.9;0.4;-0.7
967;Aledmys Díaz;OAK;24;89;1;7;5;1;5.6%;21.3%;.061;.161;.134;.202;.195;.185;14;-0.4;-9.6;-0.4;-0.7
968;Oscar Gonzalez;CLE;21;65;1;4;4;0;3.1%;20.0%;.111;.184;.159;.185;.270;.196;19;0.4;-5.9;-3.5;-0.7
969;David Peralta;LAD;23;61;1;4;9;0;1.6%;19.7%;.068;.149;.136;.148;.203;.151;-11;-0.5;-8.8;-0.6;-0.7
